date,US,EU,CN
1961-01-01,2.29999999999953,5.71592492045609,-27.2700000038885
1962-01-01,6.10000000000016,5.76237297276356,-5.57999999019671
1963-01-01,4.39999999999989,4.89263804175354,10.2999999963989
1964-01-01,5.80000000000027,5.83511177118676,18.1799999938203
1965-01-01,6.39999999999989,5.03894376875715,16.9500000038703
1966-01-01,6.50000000000026,4.39708226284677,10.6499999984172
1967-01-01,2.49999999999999,3.45913490646879,-5.77000000405199
1968-01-01,4.79999999999954,5.66094440133391,-4.09999998647747
1969-01-01,3.09999999999999,7.13457463025256,16.9399999960612
1970-01-01,0.21660649819502,5.60877832461142,19.2999999967024
1971-01-01,3.29272245508689,3.76359579970263,7.0599999985365
1972-01-01,5.25550195050253,4.89804821322839,3.81000000021972
1973-01-01,5.64567976588816,6.20272394102082,7.76000000084305
1974-01-01,-0.540550186726477,3.28719261803501,2.31000000294743
1975-01-01,-0.205619192613284,-0.805896695898355,8.71999999748007
1976-01-01,5.38803389552226,5.03550435728204,-1.57000000165334
1977-01-01,4.62418651704209,3.1055362997426,7.57000000138399
1978-01-01,5.53520647829761,3.10103316432821,11.3259779878894
1979-01-01,3.16598822881279,3.9026653121077,7.59132468000874
1980-01-01,-0.256775732470302,2.18200422383687,7.83414501591251
1981-01-01,2.53770126730302,0.545447521779053,5.11276109060974
1982-01-01,-1.80301378770601,0.688965130601744,9.01711391381903
1983-01-01,4.58379098591793,1.39545954930857,10.7702025065737
1984-01-01,7.23645315874113,2.40451880312872,15.1915400236007
1985-01-01,4.1695753468006,2.30475784146495,13.4306775204146
1986-01-01,3.46265505318908,2.51938867169154,8.94996176439109
1987-01-01,3.45462966457823,2.53272362360816,11.6574277931257
1988-01-01,4.17698239778066,4.31841462062496,11.222594982521
1989-01-01,3.67223783573645,4.11117127108236,4.20633435548258
1990-01-01,1.8859655853434,3.59105051181174,3.9202513677681
1991-01-01,-0.108312888962658,2.36298408052498,9.26278608516616
1992-01-01,3.52249718409405,1.12215102202433,14.2245295924965
1993-01-01,2.75179586183873,-0.682679112507273,13.8837293017729
1994-01-01,4.02902272904724,2.51551405819588,13.0368066326745
1995-01-01,2.68443073540719,2.46977232099923,10.9539543419
1996-01-01,3.7727726858688,1.74306143123115,9.92255675282291
1997-01-01,4.44712794186451,2.76425775245109,9.23677989187537
1998-01-01,4.48313334577439,3.00084143070984,7.84595178729862
1999-01-01,4.78842505322162,3.01034286318564,7.6616515004031
2000-01-01,4.07758575804293,3.90185690968947,8.49009340597647
2001-01-01,0.955538346430316,2.18534205542915,8.33573347817196
2002-01-01,1.70044732363073,0.946997513732484,9.13363078966614
2003-01-01,2.795605965883,0.753370498712513,10.0380304810393
2004-01-01,3.84777169205226,2.31219025944323,10.1136213776263
2005-01-01,3.483549937943,1.77191866427584,11.3945918098927
2006-01-01,2.78453963938148,3.32160160489221,12.7209556654032
2007-01-01,2.00385829825838,3.01150536093735,14.2308609331955
2008-01-01,0.113587248258867,0.416501549942566,9.65067891939361
2009-01-01,-2.57650023426996,-4.48285237979074,9.39872563259674
2010-01-01,2.6951925838264,2.12134077793505,10.6358710644913
2011-01-01,1.56440685438301,1.77822274435992,9.55083217877568
2012-01-01,2.28911338767897,-0.917843012022928,7.86373644862111
2013-01-01,2.11783009919849,-0.169752032013875,7.76615009773009
2014-01-01,2.52381981441982,1.45200101949203,7.42576365632412
2015-01-01,2.94555045455233,2.14103195958695,7.04132887873656
2016-01-01,1.81945147474293,1.82246855893153,6.84876220495761
2017-01-01,2.45762230322211,2.59749494753623,6.94720079331685
2018-01-01,2.96650506916633,1.7684858432597,6.7497738324959
2019-01-01,2.58382533018855,1.62839465246267,5.95050075367413
2020-01-01,-2.16302913866514,-6.04867335432057,2.23863835634639
2021-01-01,6.05505293304576,6.36115556471701,8.44846941687277
2022-01-01,2.51237531983308,3.5460434690594,2.95066992959268
2023-01-01,2.88755600906016,0.40141849759172,5.24955786387791
